"publisher.keyword: Descending",Count
"Japanese Neural Network Society",10
"Japanese Society for Physiological Psychology and Psychophysiology",10
"Japanese Society of Sport Education",10
"Kaplan Higher Education Academy Pte Ltd",10
"Korean Epilepsy Society",10
"Korean Journal of Optics and Photonics",10
"Macmillan Learning",10
"Marianna University Society of Medical Science",10
"Nexus Academic Publishers",10
"Norwegian Society of Automatic Control",10
"Nova Explore Publications Inc.",10
"Pan Pacific Association of Input-Output Studies",10
"Polytechnic of Rijeka University",10
"Problemata: International Journal of Philosophy",10
"SNF Swedish Nutrition Foundation",10
"Scandinavian Journal of Work, Environment and Health",10
"Smithsonian Institution",10
"Society of Exploration Geophysicists and and Chinese Geophysical Society",10
"Society of Exploration Geophysicists and the European Association of Geoscientists and Engineers",10
"Society of Exploration Geophysicists, American Geophysical Union, Environmental and Engineering Geophysical Society",10
"Springer Healthcare UK",10
"The Belgian Mathematical Society",10
"The Energy and Resources Institute",10
"The Japanese Society of Pediatric Cardiology and Cardiac Surgery",10
"The Korean Society of Nephrology",10
"The Korean Society of Toxicology",10
"Thomas Telford",10
"Tsinghua University Press",10
"Universidad de Navarra",10
"Universidade Caixias do Sul",10
"University of Zagreb, Faculty of Architecture",10
"Verlag Barbara Budrich GmbH",10
"WORLD SCIENTIFIC / S'PORE UNIV PRESS (PTE) LTD",10
"Wiley-VCH Verlag & Co. KGaA",10
"World Scientific/NOW Publishers",10
"APESB (Associacao de Apoio a Pesquisa em Saude Bucal)",9
"American Association for Laboratory Animal Science",9
"Andrew John Publishing, Inc.",9
"Association for Natural Language Processing",9
"Biodiversity Science",9
"Blackwell Munksgaard",9
"Canadian Geriatrics Society",9
"Centro de Investigaciones Sociologicas",9
"Co-Published with the Israel Academy of Sciences and Humanities",9
Dunod,9
"Ess & Ess Research Publications",9
"Europska poslovna skola Zagreb / European Business School Zagreb",9
"Faculty of Education and Rehabilitation Sciences, University of Zagreb",9
"Faculty of Geotechnical Engineering, University of Zagreb",9
"Federal Reserve Bank of Dallas",9
"Health Promotion and Chronic Disease Prevention Branch (HPCDP) Public Health Agency of Canada",9
"Historical Society of English Studies in Japan",9
"Institute for Policy Studies and Social Innovation, University of Hyogo",9
"Institute of Oceanography and Fisheries",9
"Institute of Philosophy and Theology of the Society of Jesus",9
"John Wiley & Sons, Singapore Pte. Ltd.",9
"Journal of Analytic Theology",9
"Kantoh Sociological Society",9
"Katolicki bogoslovni fakultet Sveucilista u Splitu",9
"Korean Society for Hospice and Palliative Care",9
"Korean Society of Plant Pathology",9
"Morgan & Claypool Publishers",9
"Open Publishing Association",9
"Petra Christian University",9
"Practical Action Publishing, Fernwood Publishing",9
"Sellier de Gruyter",9
"Sellier – DE GRUYTER",9
"Smart Science and Technology, LLC",9
"Society of Exploration Geophysicists and Society of Petroleum Geophysicists",9
"Society of Motion Picture and Television Engineers",9
"Statistics and Probability African Society (SPAS)",9
"The Health Care Science Institute",9
"The Institute for Research and Community Services (LPPM) ITB",9
"The Japanese Society for Cognitive Psychology",9
"The Japanese Society for Comparative Physiology and Biochemistry",9
"The Japanese Society of Environmental Education",9
"The Korean Institute of Power Electronics",9
"Theta Foundation",9
"Turkish Neurological Society",9
"Universidad de Caldas",9
"Universidad de Malaga",9
"University of Arizona Library",9
"Westerdijk Fungal Biodiversity Institute",9
"Zavod za Istrazivanje i Razvoj Sigurnosti",9
"Academy Publisher",8
"Agial Publishing House",8
"Annals of Laboratory Medicine",8
"Arachnologische Mitteilungen",8
"Associacao Brasileira de Psicologia",8
"Centraalbureau voor Schimmelcultures (CBS)",8
"Centro de Investigaciones y Publicaciones Farmaceuticas (CIPF)",8
"Co-Published with Institute of Policy Studies",8
"Co-Published with World Century Publishing Corporation",8
"Co-publish with Zhejiang University Press",8
"College Publishing",8
"Croatian Natural History Museum",8
"Doctoral Program in Tourism",8
EARLI,8
"Edith Cowan University",8
"Faculty of Teacher Education, University of Zagreb",8
"Faculty of Veterinary Medicine, University of Zagreb",8
"Freshwater Biological Association (BioOne sponsored)",8
"Grand Valley State University Libraries",8
IMdR,8
"ISPACS GmbH",8
"International Institute for Science, Technology and Education",8
"Japan College of Angiology",8
"Japan Society for Vascular Failure",8
"Japan Society of Gymnastics for All",8
"Japanese Educational Research Association",8
"Josip Juraj Strossmayer University of Osijek - Faculty of Education",8
"Korean Society for the Study of Obesity",8
"Korean Society of Pediatric Endocrinology",8
"SIGMA (Symmetry, Integrability and Geometry: Methods and Application)",8
"Science Hub",8
"Science and Education Publishing Co., Ltd.",8
"Sciknow Publications",8
"Showa University Dental Society",8
"Societa Geologica Italiana",8
"Soil Science Society of America, American Society of Agronomy, and Crop Science Society of America",8
"Spon Press",8
"The Academic Society of Japanese Garden",8
"The City Planning Institute of Japan",8
"The Japanese Society of Electrocardiology",8
"The Japanese Society of Oral Diagnosis/Oral Medicine",8
"The Korean Society of Hypertension (KAMJE)",8
"Urban und Vogel",8
"Yijun Institute of International Law",8
"ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo",7
"Academy Publication",7
"American Autom Control Council",7
"American Geophysical Union.",7
"Apple Academic Press Inc.",7
"Asociacion Colombiana de Neurologia",7
"Association of Jewish Libraries",7
"Baywood Publishing Company, Inc.",7
"Clinics Cardive Publishing",7
"Croatian Society for Medical Biochemistry and Laboratory Medicine",7
"Crop Science Society of America, Inc.",7
"David Publishing Company",7
"Definitive International Institute of Life Science (DIILI Publication)",7
"Department of Geophysics, Faculty of Science, University of Zagreb",7
"Disaster Nursing Global Leader Degree Program",7
"Editions Quæ",7
"El-Med-Pub Publisher",7
"Faculty of Organisation and Informatics",7
"Firenze University Press",7
"Geographic Information Systems Association of Japan",7
"Grapho, LLC",7
"Healthy Aging Research",7
"IPR Journals",7
"Institute of Croatian Language and Linguistics",7
"Institute of Lifestyle Medicine",7
"Instituto Politecnico Nacional/Centro de Investigacion en Computacion",7
"Japan Association for Real Estate Sciences",7
"Japanese Society for Sensory Evaluation",7
"Journal of Student Science and Technology",7
"Kaunas University of Technology (KTU)",7
"Korean Cleft Palate-Craniofacial Association",7
"Korean Society of Interventional Neuroradiology (KAMJE)",7
"Korean Society of Medical Education",7
"Korean Society of Spine Surgery",7
"National Center for Global Health and Medicine (JST)",7
"Scientific and Academic Publishing",7
"Sociedade Brasileira de Paleontologia",7
"Southern Med Review",7
"The Chinese University Press",7
"The Japanese Society of Clinical Neuropsychopharmacology",7
"The Korean Academy of Prosthodontics",7
"The Polynesian Society",7
"Thieme Medical and Scientific Publishers Private Limited",7
"Universidad de la Salle",7
"University Press of Mississippi",7
"WS EDUCATION",7
"ALTEX Edition",6
"Asociacion Colombiana de Gastroenterologia",6
"Asociacion Colombiana de Profesores de Ingles - ASOCOPI",6
"CO-PUBLISHED WITH CHEMICAL INDUSTRY PRESS",6
"Canadian Aeronautics and Space Institute",6
"Clinical Laboratory Publications",6
"Croatian Ethnological Society",6
DETAIL,6
Dentaquest,6
"Editorial CSIC",6
"Electrical Engineering Press Co. Ltd.",6
"English Literature in Transition (Project Muse)",6
"Faculty of Civil Engineering Osijek",6
"Faculty of Civil Engineering, Architecture and Geodesy, University of Split",6
"Global Cardiology Science and Practice",6
"Graduate School of Environmental Science, Okayama University",6
"Hong Kong Academy of Medicine Press",6
"Hong Kong STM Publishing Co., Ltd.",6
"IMAI Software - International Journal of Interactive Multimedia and Artificial Intelligence",6
"Institut Za Lokalno Samoupravo in Javna Narocila Maribor",6
"Institute of Public Administration Zagreb",6
"Instituto Educacional Piracicabano da Igreja Metodista",6
"Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA)",6
"International Association of Lowland Technology",6
"International Society for Environmental Information Science (ISEIS)",6
"Japanese Political Science Association",6
"Japanese Society of Medical Instrumentation",6
"Japanese Society of Radiation Safety Management",6
"Japanese Society of Veterinary Clinics",6
"Korean Academy of Rehabilitation Medicine",6
"Korean Carbon Society",6
"NamesforLife, LLC",6
"Pfeiffer: A Wiley Imprint",6
"Private Company Technology Center",6
"Pro Literatur Verlag, Germany",6
"Research Institute for Economics and Business Administration - Kobe University",6
"Romanian Society of Anaesthesia and Intensive Care",6
"SEPM (Society for Sedimentary Geology)",6
"Science & Engineering Research Support soCiety",6
"Society for Art and Science",6
"Soil Science Society of America, and American Society of Agronomy",6
"South African MedicalAssociation NPC",6
"Swiss Forestry Society",6
"Tenri Foundation, Tenri Institute of Medical Research",6
"The Japan Institute of Power Electronics",6
"The Japanese Society of Lumbar Spine Disorders",6
"The Japanese Society of Ryodoraku Medicine",6
"The Korean Association of Oral and Maxillofacial Surgeons",6
"The Korean Society for Vascular Surgery",6
"The Korean Society of Gastroenterology",6
"The Research Institute of Nursing Science, Seoul National University (KAMJE)",6
"Tottori University Faculty of Medicine",6
"Turkish Journal of Endocrinology and Metabolism",6
"UNS Solo",6
"Universidad Catolica de Uruguay",6
"Universidad Militar Nueva Granada",6
"Universidad Nacional de Lanus",6
"University Hospital for Infectious Diseases - Dr Fran Mihaljevic",6
"University of Zagreb, Department of Geography",6
"University of Zagreb, Department of Mathematics",6
"University of Zagreb, Faculty of Science, Department of Biology",6
"V&R unipress",6
"Whurr Publishers Ltd",6
"Wiley&VCH Verlag GmbH & Co. KGaA",6
WormBook,6
"düsseldorf university press",6
"A John Wiley & Sons, Ltd",5
"AI Access Foundation",5
"Academy & Industry Research Collaboration Center (AIRCC)",5
"Academy Health",5
"Adiyaman University Journal of Social Sciences",5
"American Society of Agronomy, Crop Science Society of America, Soil Science Society of America.",5
"Archivos de Pediatria del Uruguay",5
"Asian Society of Human Services",5
"Aufklarung Journal of Philosophy",5
"Binary Information Press",5
"Blackwell Science",5
"Borderless Science Publishing",5
"Botanical Sciences, Sociedad Botanica de Mexico, AC",5
"British Machine Vision Association",5
"CO-PUBLISHED WITH WORLD SCIENTIFIC PUBLISHING CO AND SCIENCE PRESS, CHINA",5
"Cambridge International Science Publishing Ltd",5
"Case Western Reserve University",5
"Chinese Physiological Society",5
"Class Publishing",5
"Co-Published with NUS & Institute of Policy Studies, Singapore",5
"Co-published with University of Macau, China",5
"Department of Mathematics, Kyungpook National University",5
"E-Tree Publishing",5
"EBES Aras. Dan Egt. Yayin ve Org (Eurasia Business and Economics Society)",5
"Edizioni Minerva Medica",5
"European Centre for Disease Control and Prevention (ECDC)",5
"Evolving Medicine Ltd",5
"F1000 ( Faculty of 1000 Ltd)",5
"Felix Meiner Verlag",5
"Foundation for Open Access Statistic",5
"Geological Society of America Memoirs",5
"Hong Kong University Press",5
"IUPUI University Library",5
"Indian Orthopaedic Research Group",5
"Infra-M Academic Publishing House",5
"Institute for Condensed Matter Physics",5
"Institute for the Theology of Culture: New Wine, New Wineskins",5
"International Association of Chinese Professionals in Global Positioning Systems",5
"Japan Language Testing Association",5
"Japan Society of Phlebology",5
"Japan Society of Sport Sociology",5
"Japanese Society for Information and Systems in Education",5
"Japanese Society for Microcirculation",5
"Japanese Society of Echocardiography",5
"K. Grainger & H. Tattersall 2005",5
"Korea Centers for Disease Control and Prevention",5
"Korean Ophthalmological Society",5
"Korean Society for Cytopathology (KAMJE)",5
"Korean Society of Breeding Science",5
"Korean Society of Cancer Prevention",5
MTT007,5
"Masaryk University Press",5
"Materials Research Society",5
"Max Planck Institute for Demographic Research",5
"Medwave Estudios Limitada",5
"Notitia D.O.O",5
"Ochsner Journal",5
"Openventio Publishers",5
"Pan American Health Organization",5
"Prof. Marin Drinov Academic Publishing House",5
"Region y Sociedad, Revista de el Colegio de Sonora",5
"Riga Technical University",5
"Sigma Xi",5
"Sistema de Bibliotecas PUCP",5
"Society of Allied Health Services",5
"Sonntag Verlag",5
"Staroslavenski institut",5
"Tejass Publisheers",5
"Teton NewMedia",5
"Texas Heart Institute Journal",5
"The Japan Primary Care Association",5
"The Japanese Society of Extra-Corporeal Technology in Medicine",5
"The Korean Magnetics Society",5
"The Korean Society of Anesthesiologists",5
"The Korean Society of Phycology",5
"The Offshore Technology Conference",5
"Unconventional Resources Technology Conference",5
"Universidad ECCI",5
"Universidad Pedagogica y Tecnologica de Colombia",5
"Universidad Privada Antenor Orrego",5
"Universidad de LaSalle Bajio",5
"Universidade Federal de Goias",5
"University of Guanajuato",5
"V&R Unipress",5
"Wikiversity Journal of Medicine",5
"Wilhelm Ernst & Sohn Verlag für Architektur und technische Wissenschaften GmbH & Co. KG",5
"Yerkure Tanitim ve Yayincilik Hizmetleri",5
"Zdravstveno veleuciliste",5
"ASAE: The Center for Association Leadership",4
"Academic Publications",4
"Akshantala Enterprises Private Limited",4
"Aquatic Mammals Journal",4
"Asia Pacific Association of Allergy, Asthma, and Clinical Immunology",4
"Australian Museum",4
"BCS Learning and Development Limited",4
"BMJ Publishing Group Ltd, British Cardiovascular Society and Asia Pacific Heart Association",4
"British Society for Plant Pathology",4
"Cambridge International Science Publishing Ltd.",4
"Co-Publishing with Zhejiang University Press, China. Distribute Worldwide Except Mainland China",4
"Codon Publications",4
"Cold Spring Harbor Laboratory Press",4
"Columbia International Publishing",4
"Dissolution Technologies",4
"ECM Research Journal",4
"Enviro Research Publishers",4
"Europa Digital & Publishing",4
"FORMATH Research Group",4
"Faculty of Electrical Engineering, Computer Science and Information Technology Osijek",4
"Faculty of Humanities and Social Sciences Osijek",4
"Federacion Colombiana de Obstetricia y Ginecologia",4
"Fundacao Educational de Ituverava",4
GIQ,4
"Gruppo Italiano Frattura",4
"Gütersloher Verlagshaus",4
"Hiroshima University - Department of Mathematics",4
"Horizon Research Publishing Co., Ltd.",4
"Human Geographies",4
IEEe,4
"Inspira Network Group",4
"Institute for Tourism",4
"Institute of Continuous Media Mechanics",4
"Institute of Public Finance",4
"Institute of Rock Structure and Mechanics, AS CR",4
"Instituto Nacional de Salud Publica",4
"Instituto de Quimica - Univ. Federal do Mato Grosso do Sul",4
"International Association for Fire Safety Science",4
"International Joint Conferences on Artificial Intelligence Organization",4
"International Medical Publisher (Fundacion de Neurociencias)",4
"International Monetary Fund",4
"Japan Academy of Critical Care Nursing",4
"Japan Agency for Marine-Earth Science and Technology",4
"Japan Association for Landscape Ecology",4
"Japan Management Training Center",4
"Japan Medical Library Association",4
"Japan Society for Snow Engineering",4
"Japanese Society for Extremophiles",4
"Japanese Society for Laser Dentistry",4
"Japanese Society for Surgical Metabolism and Nutrition",4
"Japanese Society of Eucommia",4
"Japanese Society of Pediatric Allergy and Clinical Immunology",4
"Japanese Society of Sport Psychology",4
"John Wiley & Sons (Asia) Pte. Ltd",4
"Journal of Central European Agriculture",4
"Korean Academy of Medical Sciences",4
"Korean Society for Internet Information (KSII)",4
"Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery",4
"Korean Society of Coloproctology",4
MQUP,4
"NYU Press",4
"National Bureau of Standards",4
"Natural History Museum, The University of Kansas,",4
"Negah Scientific Publisher",4
"OAE Publishing",4
"Opt. Soc. America",4
"Pontifica Universidade Catolica de Sao Paulo",4
"Pontifical Catholic University of Sao Paulo (PUC-SP)",4
"Portuguese Society of Electrochemistry",4
"Proteomass Scientific Society",4
"Russell Sage Foundation",4
"SAGE Publications Ltd",4
"Science and Engineering Publishing Company",4
"Senjsko muzejsko drustvo",4
"Simon Fraser University Library",4
"Society for Human Environmental Studies",4
"Society for Vascular Medicine and Biology",4
"Society of Exploration Geophysicists and Shell Research B.V.",4
"Study Group of Microwave Surgery",4
"The Boydell Press",4
"The Food System Research Association of Japan",4
"The Japanese Society for Quality Control",4
"The Japanese Society of Cerebral Blood Flow and Metabolism",4
"The Japanese Society of Interventional Radiology",4
"The Korea Institute of Applied Superconductivity and Cryogenics",4
"The Korean Institute of Electrical and Electronic Material Engineers",4
"The Korean Physiological Society and The Korean Society of Pharmacology",4
"The Korean Society of Hematology",4
"The Soil Science Society of America, Inc.",4
"The Swedish Institute for Children's Books",4
"Universidad CES",4
"Universidad Icesi",4
"Universidad Nacional Agraria la Molina",4
"Universidad Santo Tomas",4
"Universidad de Santander - UDES",4
"Universidade Catolica Dom Bosco",4
"Universitat Pompeu Fabra",4
"University of Kansas,",4
"University of Wyoming",4
"WIT Press",4
"Wildlife Information Liaison Development Society",4
"Wiley-VCH Verlag GmbH &amp;amp; Co. KGaA",4
"World Health Organization, Western Pacific Regional Office",4
"Yamaguchi University Medical Association",4
"A-Press",3
"African Journal of Reproductive Health (AJRH)",3
"Agrociencia (Uruguay)",3
"American Association for Agricultural Education",3
"American Association of Cereal Chemists, Inc.",3
"American Psychological Association",3
"American Research Institute for Policy Development",3
"American Society of Agronomy Crop Science Society of America Soil Science Society of America",3
"American Society of Limnology and Oceanography",3
"Anales de la Facultad de Medicina",3
"Applied Systems, srl",3
"Arachnologische Gesellschaft e.v.",3
"Asociacion Colombiana de Cirugia",3
"Atlas Publishing, LP",3
Begellhouse,3
"Birkhäuser Berlin",3
"CIDOB (Barcelona Centre for International Affairs)",3
"CO-PUBLISHED WITH TSINGHUA UNIVERSITY PRESS",3
"CO-PUBLISHED WITH WORLD SCIENTIFIC",3
"Centers for American Indian and Alaska Native Health",3
"Centro de Estudios e Investigaciones para el Desarrollo Docente - CENID",3
"Chinese Geoscience Union",3
"Chonnam National University Medical School",3
"Co-Published by World Scientific Publishing Co. and Singapore General Hospital",3
"Corporacion Universitaria Lasallista",3
"DAAAM International",3
"Deutscher Kunstverlag (DKV)",3
"Diving and Hyperbaric Medicine Journal",3
"Dokuz Eylil University Graduate School of Social Sciences",3
ECMS,3
"Ecancer Global Foundation",3
"Egypts Presidential Specialized Council for Education and Scientific Research",3
"Elewa Biosciences, F.a.C.T Ltd (K)",3
"Ethnicity and Disease Inc",3
"Etnografski Muzej Zagreb",3
"Faculty of Agriculture in Osijek",3
"Fernwood Publishing, Practical Action Publishing",3
"Fundacion Cinde",3
"Gemological Institute of America",3
"Global Publishing",3
"Hans Publishers",3
"Herbert Publications PVT LTD",3
"Huitzil - Revista Mexicana de Ornitologia",3
"IMA Press, LLC",3
"INCAS - National Institute for Aerospace Research Elie Carafoli",3
INOVAGRI,3
"INSTAP Academic Press",3
"ITMO University",3
"Indian National Science Academy",3
"Institute for Development and International Relations",3
"Institute of Experimental Botany",3
"Instituto de Ecologia, A.C.",3
"Integrated Ocean Drilling Program",3
"Integrated Publishing Association",3
"International Dermoscopy Society",3
"International Institute of Engineers",3
"International Society for Tourism Research",3
"Japan Association of Breast Cancer Screening",3
"Japan Comparative Education Society",3
"Japan Organization of Clinical Dermatologists",3
"Japanese Society of Pediatric Pulmonology",3
Japonesa,3
"Joint Imprint with Central Compilation and Translation Press, China",3
"Journal of Biological Methods",3
"Journal of Graph Algorithms and Applications",3
"Journal of Rainwater Catchment Systems",3
"Journal of Urban and Environmental Engineering",3
"Korea Information and Communications Society",3
"Korean Neurological Association",3
"Korean Pediatric Society",3
"Linköping University Electronic Press",3
"Living Reviews",3
"Mendel University Press",3
"NAPICU (National Association of Psychiatric Intensive Care Units)",3
"Natural Sciences Publishing",3
"Newlands Press Ltd",3
"Open Access Text Pvt, Ltd.",3
"Organic Syntheses",3
"Public Health Research Foundation",3
"Publicidad Permanyer, SLU",3
"RWS-Verlag",3
"Rambam Health Care Campus",3
"Revista Alergia Mexico",3
"Revista Brasileira de Orientacao Profissional",3
"Revista Uruguaya de Cardiologia",3
"Revista da Biologia, Reitoria da Universidade de Sao Paulo",3
"Revista de Ingenieria",3
"Royal Zoological Society of New South Wales",3
"STEM Fellowship",3
"San Francisco Estuary and Watershed Science",3
"Saudi Heart Association",3
"Sel'skokhozyaistvennaya Biologiya Editorial Office (SBEO), NPO",3
"Sheffield Academic Press Ltd",3
"Sociedad Colombiana de Ciencias Hoticolas",3
"Sociedad Geologica Mexicana",3
"Society for Applied Spectroscopy",3
"Sociotechnology Research Network (Shakai Gijutsu Kenkyuukai)",3
"Steklov Mathematical Institute",3
"The Australian National University",3
"The European Union Studies Association - Japan",3
"The Institute of Electronics Engineers of Korea",3
"The Korea Academia-Industrial Cooperation Society",3
"The Korean Society of Electrolyte Metabolism",3
"The Korean Society of Industrial and Engineering Chemistry",3
"The Korean Society of Radiology",3
"The University of The Bahamas",3
"Turk Noropsikiyatri Dernegi",3
"Turkish Society of Cardiology",3
"Universidad Catolica de Pereira",3
"Universidad Externado de Colombia",3
"Universidad Simon Bolivar",3
"Universidad de Chile",3
"Universidad de Cordoba",3
"Universidad de San Buenaventura",3
"Universidade Estadual da Paraiba (UEPB)",3
"Universidade Vale do Rio Verde (UninCor)",3
"Universitas Suryakancana",3
"University of Debrecen/ Debreceni Egyetem",3
"University of Dubrovnik",3
"University of Pittsburgh Press",3
"University of Zadar",3
"WORLD SCIENTIFIC (US)",3
"Wiley&;#x02010;VCH Verlag GmbH &;#38; Co. KGaA",3
"Yukon College",3
"Zoological Research",3
"cambridge university press",3
"innsbruck university press",3
"AITO - Association Internationale pour les Technologies Objets",2
"ARLE (International Associaton for Research in L1 Education)",2
"Abanico Veterinario",2
"Acta Pediatrica de Mexico",2
"Al-Zaytoonah University of Jordan",2
"American Museum of Natural History",2
"American Society for Engineering Education",2
"Animal Behavior and Cognition",2
"Ashdin Publishing",2
"Associacao Brasileira de Recursos Hidricos - ABRH",2
"Associacao Portuguesa dos Recursos Hidricos (APRH)",2
"Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares",2
"Association of Sport Tourism and Recreation",2
"Aurora Health Care, Inc.",2
"Avens Publishing Group",2
"Biblijski institut",2
"Biological Survey Foundation",2
"Blackwell Futura",2
Brighthall,2
"Bristol University Press",2
"Butler University, Irwin Library",2
"CNRI Acct",2
"CO-PUBLISH WITH FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS (FAO)",2
"CO-PUBLISHED BY WORLD SCIENTIFIC CO. PTE LTD AND P G PUBLISHING",2
"CO-PUBLISHED WITH PHYSICA SCRIPTA AND THE ROYAL SWEDISH ACADEMY OF SCIENCES",2
"CO-PUBLISHED WITH PHYSICA SCRIPTA, THE ROYAL SWEDISH ACADEMY OF SCIENCES",2
"Canadian Centre of Academic Art and Science",2
"Cappelen Damm Akademisk/NOASP",2
"Carden Jennings Publishing Co.",2
"Center for Economic Integration",2
"Chamber of Geophysical Engineers of Turkey",2
"Charles University in Prague, Karolinum Press",2
"China Geology",2
"China Power Supply Society",2
"Classical Association of South Africa",2
"Co-Published with Department of Chinese Studies, National University of Singapore",2
"Co-Published with Hindustan Book Agency, India. WSPC Distribute for All Markets Except in India",2
"Co-Published with National University of Singapore",2
"Co-Published with S Rajaratnam School of International Studies, NTU, Singapore",2
"Co-published by Physica Scripta, The Royal Swedish Academy of Science",2
"Colegio Mexicano de Inmunologia Clinica y Alergia, A. C.",2
"Consorci del Museu de Ciencies Naturals de Barcelona",2
"Corporacion Colombiana de Investigacion Agropecuaria (Corpoica)",2
"Croatian Association of Civil Engineers",2
"Croatian Biological Society",2
"Croatian Economic Association",2
"Croatian Society for Geometry and Graphics",2
"Croatian Society of Chemical Engineers/HDKI",2
"Croatian Society of Food Technologists Biotechnologists and Nutritionists",2
CrossRef,2
"Danish Chemical Society",2
"Dental Hypotheses",2
"Down Syndrome Education International",2
"Drzavni Arhiv U Pazinu",2
"ESRSA Publications Pvt. Ltd.",2
"Editions Paralia",2
"Editions Picard",2
"Editora Edgard Blücher",2
"Editorial Department of Engineering Sciences",2
"Editorial Universidad Catolica de Colombia",2
"Edward Bernays College of Communication Management",2
"European Association of Geochemistry",2
"Faculty of Civil Engineering, University of Zagreb",2
"Faculty of Food Technology and Biotechnology - University of Zagreb",2
"Fundacio per la Universitat Oberta de Catalunya",2
"Geophysical Center of the Russian Academy of Sciences",2
"Global Health and Education Projects, Inc. (GHEP)",2
"HACCP Consulting",2
"Hokkaido Sociological Association",2
"IEE Comput. Soc. Press",2
"IEEE Comput. Soc. Technical Committee on Pattern Analysis and Machine Intelligence",2
"IEEE Oper. Center",2
IFS,2
"ISEAS Publishing",2
"Iberoamericana Vervuert",2
"Illinois State University",2
"Institute for Fiscal Studies",2
"Institute of Advanced Engineering and Science",2
"Institute of Human Culture Studies, Otsuma Womens University",2
"Institute of Industrial Applications Engineers",2
"Institute of Mathematical Problems of Biology of RAS (IMPB RAS)",2
"Instituto do Zootecnia",2
"Intech Open",2
"International Institute of Chemical, Biological & Environmental Engineering",2
"International Journal of Soft Computing and Software Engineering",2
"International Online Journal of Educational Sciences",2
"International Union of Geodesy and Geophysics",2
"Iowa State University",2
"Iztapalapa - Revista de Ciencias Sociales y Humanidades",2
"Japan Association for Comparative Economic Studies",2
"Japan Association for Urban Sociology",2
"Japan Legal History Association",2
"Japan Soc. Appl. Phys",2
"Japan Society of Ultrasonics in Medicine",2
"Japanese Society for Theatre Research, Comparative Theatre Section",2
"Japanese Society of Anxiety Disorders",2
"Japanese Society of Insurance Science",2
"Japanese Society of Sheep Science",2
"John Wiley & Sons, Ltd,",2
"John Wiley &amp;amp; Sons, Inc.",2
"Journal of Clinical and Translational Research",2
"Journal of Human Sport and Exercise",2
"Journal of International Conference on Electrical Machines and Systems",2
"Journal of Spatial Information Science",2
"K. G. Saur",2
"Kajkavian Parliament",2
"Komitet Redakcyjno - Wydawniczy Polskiego Towarzystwa Psychiatrycznego",2
"Korea Genome Organization (KAMJE)",2
"Korean Academy of Nursing Administration",2
"Korean Academy of Oral and Maxillofacial Radiology",2
"Korean Ceramic Society",2
"Korean Fluid Machinery Association",2
"Korean Institute of Industrial Engineers",2
"Korean Society for Atmospheric Environment",2
"Korean Society for Biotechnology and Bioengineering",2
"Korean Society of Clinical Nutrition",2
"Korean Society of Environmental Engineering",2
"Korean Society of Horticultural Science",2
"L'Harmattan",2
"Landscape Online",2
"Language Science Press",2
"Latin America Bureau",2
"Leiden University Press",2
"Lithuanian Research Centre for Agriculture and Forestry",2
"Media Research Publications",2
"Mediterranean Journal of Chemistry",2
"NASW Press and Oxford University Press",2
"National Documentation Centre",2
"National Foundation Of Brief Therapy (JST)",2
"Natural History Museum, University of Kansas,",2
"Netherlands Tijdschrift voor Tandheelkunde (NTvT)",2
"Nirvana Psychosocial Care Center and Research Institute",2
"Noble Research Publishers",2
Nomos,2
"Novosibirsk State Pedagogical University",2
"Ocean Drilling Program ",2
"Oles Honchar Dnipropetrovsk National University",2
"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.",2
"Oxford Brookes University",2
"Pageant Media US",2
"Parey Verlag",2
"Physical Education and Sport Faculty",2
"Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne",2
"Pontificia Universidade Catolica do Parana - PUCPR",2
"Radcliffe Group Ltd",2
"Redfame Publishing",2
"Research Publishing Services",2
"Revista Brasileira de Politica e Administracao da Educacao - RBPAE",2
"Revista Internacional de Ciencias del Deporte (RICYDE)",2
"Revista Latina de Comunicación Social",2
"Revista Latinoamericana de Investigacion en Matematica Educativa (RELIME)",2
"Revista Mexicana de Ciencias Agricolas",2
"Revista Mexicana de Ciencias Forestales",2
"Revista Mexicana de Ingenieria Biomedica",2
Rhinology,2
"Royal Botanical Gardens and Domain Trust",2
"SAGE Publications, Ltd",2
"SKS Finnish Literature Society",2
"SciTePress - Science and and Technology Publications",2
Sciendo,2
"Scientific Research Centre ZRC-SAZU",2
"Sociedade Portuguesa de Vida Selvagem (SPVS)",2
"Societat Catalana de Salut Laboral",2
"Society for Longitudinal and Life Course Studies",2
"Soft Computing and Intelligent Information Systems",2
"Southwest Journal of Pulmonary and Critical Care",2
"Sri Lanka Journals Online (JOL)",2
"Stevenson, Inc.",2
"Stockholm University Press",2
"Szczecinskie Towarzystwo Naukowe",2
"The American Ornithologists' Union",2
"The Asian Association of World Historians",2
"The British Institute of Radiology",2
"The Campbell Collaboration",2
"The Ecological Society of Korea",2
"The Geographic Education Society of Japan",2
