"journal_name.keyword: Descending",Count
"The Angle Orthodontist",1519
"Autonomous Robots",1518
"Building Services Engineering Research and Technology",1517
"2009 International Conference on Management and Service Science",1516
"Journal of the International Neuropsychological Society",1516
Webbia,1516
"Rhetoric Society Quarterly",1515
"Energy & Environment",1514
"Information Processing & Management",1514
"Journal of Biological Physics",1514
"2011 Second International Conference on Mechanic Automation and Control Engineering",1513
"AIBS Bulletin",1513
"Acta Mathematica Scientia",1513
"Applied Mathematics & Optimization",1513
"Oral and Maxillofacial Surgery Clinics of North America",1513
"Human Resource Development Quarterly",1512
"Competitive Intelligence Review",1511
"EMC - Traité de médecine AKOS",1510
"Marketing Science",1510
"The Computer Bulletin",1510
"Acta Orthopaedica",1509
"World Allergy Organization Journal",1509
"Engineering Computations",1508
"Fisheries Oceanography",1508
"Journal of Environmental Planning and Management",1508
"Children's Literature in Education",1507
"Journal of Neurosurgery: Spine",1507
"SHS Web of Conferences",1507
"Strategic Change",1507
"Zeitschrift für Erziehungswissenschaft",1507
Area,1506
"Computer Applications in Engineering Education",1506
"Entrepreneurship Theory and Practice",1506
"European Journal of Personality",1506
"IEEE Robotics & Automation Magazine",1506
"Micron (1969)",1506
"The European Journal of Health Economics",1506
"Allergologia et Immunopathologia",1505
"The Cartographic Journal",1504
"ECS Journal of Solid State Science and Technology",1503
Fisheries,1503
"Zairyo-to-Kankyo",1503
"Critical Care Nursing Quarterly",1502
"Deutsche Entomologische Zeitschrift",1502
"Journal of Dynamics and Differential Equations",1502
"ACM SIGART Bulletin",1501
"The Journal of Early Adolescence",1501
"African and Asian Studies",1500
"BMC Systems Biology",1500
"Endocrinología y Nutrición",1500
"Natural Gas",1500
"Optimization Letters",1500
"Personal and Ubiquitous Computing",1500
"Polar Research",1500
"Urologic Radiology",1500
"Beiträge aus der Plasmaphysik",1499
"Journal of Microelectromechanical Systems",1499
"Journal of Shanghai Jiaotong University (Science)",1499
"Continuum Mechanics and Thermodynamics",1498
"Frontiers in Ecology and the Environment",1498
"InFo Neurologie & Psychiatrie",1498
"International Review for the Sociology of Sport",1498
"Journal of Family Planning and Reproductive Health Care",1498
"Strategic Survey",1498
"Journal of Consumer Affairs",1497
"Journal of Hydrologic Engineering",1497
"Nordic Journal of Nursing Research",1497
"Suicide and Life-Threatening Behavior",1497
"Journal of Educational and Behavioral Statistics",1496
"Archives of Orthopaedic and Traumatic Surgery",1495
"E-Journal of Chemistry",1495
"Endocrine Research",1495
"Journal of Management Inquiry",1494
"Lecture Notes in Control and Information Sciences",1494
"Seminars in Plastic Surgery",1494
"Transport Theory and Statistical Physics",1494
"Biological Chemistry",1493
"International Journal of Qualitative Studies in Education",1493
"Qualitative Inquiry",1493
"Annals of Anatomy - Anatomischer Anzeiger",1492
Psychopathology,1492
"British Journal of Developmental Psychology",1491
"Justice Quarterly",1491
"Libyan Studies",1491
"Urologic Clinics of North America",1491
"Visual Resources",1491
"Journal of Aerosol Medicine",1490
"Journal of the American Pharmaceutical Association (1961)",1490
"Military Affairs",1490
"Mycological Research",1490
"Politische Vierteljahresschrift",1490
"Revista española de la opinión pública",1490
"[Proceedings] ICASSP 91: 1991 International Conference on Acoustics, Speech, and Signal Processing",1490
"Experimental Astronomy",1489
"Applied Occupational and Environmental Hygiene",1487
"Modern Language Studies",1487
"Quantitative Finance",1487
"Radiología",1487
Memory,1486
Morphologie,1486
"The American Journal of Psychoanalysis",1486
"European Journal of Trauma and Emergency Surgery",1485
"Journal of Anthropological Archaeology",1485
"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",1485
"The Aboriginal Child at School",1485
"2010 4th International Conference on Bioinformatics and Biomedical Engineering",1484
"Business Information Review",1484
"Higher Education Research & Development",1484
"Journal of Community Psychology",1484
"Journal of Radiation Research",1484
"Mediterranean Journal of Social Sciences",1484
"Journal of Further and Higher Education",1483
"Biometrische Zeitschrift",1482
"Communist and Post-Communist Studies",1482
"IEEE Antennas and Wireless Propagation Letters",1482
"Kirk-Othmer Encyclopedia of Chemical Technology",1482
"Particulate Science and Technology",1482
"Radiation Oncology",1482
"The South African Archaeological Bulletin",1482
"Zeitschrift f�r Parasitenkunde Parasitology Research",1482
"Mass Spectrometry Reviews",1481
"Drug Delivery",1480
"Environment and Urbanization",1480
"Infrared Physics",1480
"Sugar Tech",1480
"Journal of Family Therapy",1479
"Journal of Wildlife Management",1479
"Computational Geometry",1478
Geology,1478
"L'Anthropologie",1478
"Metabolic Engineering",1478
HAND,1477
"New Perspectives Quarterly",1477
"CORROSION ENGINEERING",1476
"Reviews in Fish Biology and Fisheries",1476
EBioMedicine,1475
"Family Planning Perspectives",1475
"Health and Quality of Life Outcomes",1475
"International Journal of Cement Composites and Lightweight Concrete",1475
"Journal of Radiology Nursing",1475
"Oud Holland - Quarterly for Dutch Art History",1475
Radiography,1475
"Transplantation Reviews",1475
"Yearbook of Gastroenterology",1475
"Environmental Quality Management",1474
"Journal of Broadcasting & Electronic Media",1474
"Proceedings of the Institute of Radio Engineers",1474
"Promotion & Education",1474
"Aging Cell",1473
"International Journal of Lexicography",1473
"Journal of Child and Adolescent Psychiatric Nursing",1473
"Journal of Medical Primatology",1473
"Journal of Physical and Chemical Reference Data",1473
"Tree Genetics & Genomes",1473
"American Journal of Digestive Diseases",1472
"Current Opinion in Clinical Nutrition and Metabolic Care",1472
"Journal of Molecular Catalysis B: Enzymatic",1472
"IMA Journal of Mathematical Control and Information",1471
"Journal für Verbraucherschutz und Lebensmittelsicherheit",1471
"Journal of Experiential Education",1471
"Nuclear Technology",1471
"Public Money & Management",1471
"Statistical Methods in Medical Research",1471
"Environmental Mutagenesis",1470
"Photomedicine and Laser Surgery",1470
"Urban Policy and Research",1470
"Journal of Natural Medicines",1469
"New Media & Society",1469
"Revue d&'apos;Electroencéphalographie et de Neurophysiologie Clinique",1469
"The Quarterly Journal of Experimental Psychology",1469
Order,1468
"Respiratory Care",1468
"Byzantinische Zeitschrift",1467
"Digestive Surgery",1467
"Journal of Communications Technology and Electronics",1467
"Middle East Policy",1467
"Journal of Transcultural Nursing",1466
"Baurechtliche Blätter",1465
BioControl,1465
"Topics in Early Childhood Special Education",1465
"Clinical Reviews in Allergy & Immunology",1464
"Journal of Veterinary Behavior: Clinical Applications and Research",1464
"Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique",1463
"Flow, Turbulence and Combustion",1463
"Frontiers in Molecular Neuroscience",1463
"Journal of the Economic and Social History of the Orient",1463
"Results in Physics",1463
"The Foot",1463
"Asian Social Science",1462
"Atmospheric Measurement Techniques",1462
"Brain Research Protocols",1462
"Comparative Strategy",1462
"International Political Science Review",1462
"Journal of Automatic Chemistry",1462
"Journal of Consumer Psychology",1462
"The International Journal of Artificial Organs",1462
"Analysis Mathematica",1461
"IEEE Transactions on Semiconductor Manufacturing",1461
"Teacher Education and Special Education: The Journal of the Teacher Education Division of the Council for Exceptional Children",1461
"Archives of Physiology and Biochemistry",1460
Metabolomics,1460
"Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery",1460
"Ethik in der Medizin",1459
"International Nursing Review",1459
"Journal of the National Comprehensive Cancer Network",1459
"Man and World",1459
Group,1458
"Clinics in Plastic Surgery",1457
"Experimental Aging Research",1457
"IEEE Transactions on Circuits and Systems I: Regular Papers",1457
"Journal of the Brazilian Society of Mechanical Sciences and Engineering",1457
"Limnologica - Ecology and Management of Inland Waters",1457
"Neurology India",1457
"Journal of Attention Disorders",1456
"European Journal of Mechanics - B/Fluids",1455
"History and Theory",1455
"International Library Review",1455
"Evidence-Based Mental Health",1454
"IEEE Transactions on Audio, Speech, and Language Processing",1454
"Journal of Epidemiology and Community Health",1454
"Wetlands Ecology and Management",1454
"Études littéraires",1454
"Home Health Care Management & Practice",1453
"Mitigation and Adaptation Strategies for Global Change",1453
"Modern & Contemporary France",1453
"Biomedical Signal Processing and Control",1452
"Culture, Medicine and Psychiatry",1452
"International Encyclopedia of the Social & Behavioral Sciences",1452
"The Neuroscientist",1452
"Familial Cancer",1451
"G3&amp;#58; Genes|Genomes|Genetics",1451
"International Journal of Consumer Studies",1451
"Neuromodulation: Technology at the Neural Interface",1451
Pathobiology,1451
Pharmacogenetics,1451
"Annales de Chirurgie Plastique Esthétique",1450
"Biological Rhythm Research",1450
"Children Australia",1450
"Deutsche Heilpraktiker-Zeitschrift",1450
"Engineering in Life Sciences",1450
"Journal of Dental Education",1450
"Revue d'Etudes Augustiniennes et Patristiques",1450
"Twentieth Century Literature",1450
"Ullmann's Encyclopedia of Industrial Chemistry",1450
"Foodborne Pathogens and Disease",1449
"Journal of Applied Biomechanics",1449
"World Literature Written in English",1449
"2015 IEEE Global Communications Conference (GLOBECOM)",1447
"Computers and Composition",1447
"Journal of Professional Issues in Engineering Education and Practice",1447
"Physiological Reports",1447
"Food and Bioproducts Processing",1446
"Geographical Analysis",1446
"Journal of Environmental Psychology",1446
"Arab Law Quarterly",1445
"International Journal of Endocrinology",1445
"Journal of Biophotonics",1445
"Journal of Marketing Education",1445
"Nursing Inquiry",1445
intensiv,1445
"2011 2nd International Conference on Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC)",1444
"Advances in Small Animal Medicine and Surgery",1444
"Rendiconti del Seminario Matematico e Fisico di Milano",1444
"Sexual Abuse: A Journal of Research and Treatment",1443
"Brazilian Journal of Otorhinolaryngology",1442
"Disaster Medicine and Public Health Preparedness",1442
Nanomedicine,1442
"Netherlands Heart Journal",1442
"Cardiovascular Revascularization Medicine",1441
"Emergency Medicine Clinics of North America",1441
"Journal of Enzyme Inhibition and Medicinal Chemistry",1441
"Urban Forestry & Urban Greening",1441
"Annual Bulletin of Historical Literature",1440
"Compare: A Journal of Comparative and International Education",1440
"International Dental Journal",1440
Klio,1440
"The International Journal of Psychiatry in Medicine",1440
"The Tourist Review",1440
"International Studies Review",1439
"Journal of Reading Behavior",1439
"Microbial Cell Factories",1439
"Manual Therapy",1438
"Physiological Zoology",1438
"Marriage and Family Living",1437
"Nonprofit Management and Leadership",1437
"British Journal of Learning Disabilities",1436
"Travel Medicine and Infectious Disease",1436
EcoHealth,1435
"Journal of Atherosclerosis Research",1435
"Yearbook of Hand and Upper Limb Surgery",1435
"American Journal of Potato Research",1434
"Clinical Electroencephalography",1434
"The Botanical Review",1434
Diachronica,1433
"Journal of Psychiatric Practice",1433
"The International Journal of Psychoanalysis",1433
"Virchows Archiv A Pathological Anatomy and Histology",1433
"California Management Review",1432
"Multimedia Systems",1432
"Design For Arts in Education",1431
"Journal of Surgical Case Reports",1431
"Health Promotion Practice",1430
"Journal of Agricultural and Environmental Ethics",1430
"Journal of Coatings Technology and Research",1430
"Administration and Policy in Mental Health",1429
"Adsorption Science & Technology",1429
"Studies in Environmental Science",1429
"Basic and Applied Ecology",1428
"Child Psychiatry & Human Development",1428
"Current Opinion in Pulmonary Medicine",1428
"History of Science",1428
"International Journal of Toxicology",1428
"Journal of Latin American Studies",1427
"Language & Communication",1427
"American Journal of Contact Dermatitis",1426
"Clinics in Perinatology",1426
"Pakistan Journal of Medical Sciences",1426
"The journal of nutrition, health & aging",1426
"Earth, Moon and Planets",1425
"International Business Review",1425
"Journal of Bronchology",1425
"Journal of Cosmetic Dermatology",1425
"Lake and Reservoir Management",1425
"Language Sciences",1425
"Journal of Near Eastern Studies",1424
"Scottish Journal of Geology",1424
"Vegetation History and Archaeobotany",1424
"Journal of Biopharmaceutical Statistics",1423
"Journal of Education for Teaching",1423
"Journal of Macromarketing",1423
"Current Directions in Psychological Science",1422
"Journal of Hospital Medicine",1422
"Molecular Oncology",1422
"Computer und Recht",1421
"Finite Fields and Their Applications",1421
"Fiber and Integrated Optics",1420
"Health Education & Behavior",1420
"Journal of Thermoplastic Composite Materials",1420
"Geologiska Föreningen i Stockholm Förhandlingar",1419
"Insight - Non-Destructive Testing and Condition Monitoring",1419
Philosophiques,1419
"Chemical Vapor Deposition",1418
Electromagnetics,1418
"Journal of Diabetes Research",1418
"Noise Control Engineering Journal",1418
"Pain Forum",1418
"The Southern Speech Journal",1418
"Formal Aspects of Computing",1417
"Journal of Social and Biological Systems",1417
"2005 IEEE Engineering in Medicine and Biology 27th Annual Conference",1416
"Child and Adolescent Mental Health",1416
"Diversity and Distributions",1416
"Eurasian Soil Science",1416
"Journal of Public Administration Research and Theory",1416
"Computational and Mathematical Methods in Medicine",1415
"Scandinavian Audiology",1415
"Geschichte in Köln",1414
"Mitochondrial DNA Part B",1414
"Children's Health Care",1413
"International Journal of Quality & Reliability Management",1413
"Reaction Kinetics, Mechanisms and Catalysis",1413
"The Historical Journal",1413
"The Journal for Specialists in Group Work",1413
"European Journal of Forest Research",1412
"Journal of Librarianship and Information Science",1412
"Médecine du Sommeil",1412
"Archives of Neurology & Psychiatry",1411
"Current Treatment Options in Cardiovascular Medicine",1411
HETEROCYCLES,1411
"Journal of Avian Biology",1411
"Journal of Medical Imaging and Radiation Sciences",1411
Microcirculation,1411
"Solid State Nuclear Magnetic Resonance",1411
"South Asia: Journal of South Asian Studies",1411
"Cancer Medicine",1410
"Practical Neurology",1410
"The 2nd International Conference on Information Science and Engineering",1410
"Actualités Pharmaceutiques",1409
"Journal of Evolutionary Economics",1409
"Learning & Memory",1409
"Molecular Diversity",1409
"Annual Review of Microbiology",1408
"Comparative Education Review",1408
"Contemporary Music Review",1408
"International Journal of Behavioral Medicine",1408
"Journal of European Public Policy",1408
"Journal of Sensors",1408
"Zeitschrift für die Neutestamentliche Wissenschaft und die Kunde der Älteren Kirche",1408
"Journal of Clinical Oncology",1407
"Comptes Rendus de l'Académie des Sciences - Series I - Mathematics",1406
"Ethology Ecology & Evolution",1406
"Journal of Applied Research in Intellectual Disabilities",1406
"Journal of the Japan Institute of Metals and Materials",1406
"Clinical Nutrition Supplements",1405
"Protein Engineering Design and Selection",1405
"Royal Australian Planning Institute Journal",1405
"South African Journal of Linguistics",1405
"War in History",1405
"Annales de Cardiologie et d'Angéiologie",1404
"Australian Journal on Ageing",1404
"Bulletin of the British Mycological Society",1404
"Evaluation & the Health Professions",1404
"Thermal Engineering",1404
"Transfusion Medicine Reviews",1404
"Clinical Psychology & Psychotherapy",1403
"Work and Occupations",1403
"Journal of Phonetics",1402
"Surveys in Geophysics",1402
"Electric Power Components and Systems",1401
"Journal of Computational Neuroscience",1401
"Journal of Neural Engineering",1401
"IEEE Control Systems",1400
"Quaderni Urbinati di Cultura Classica",1400
"Tijdschrift voor Gezondheidsrecht",1400
"Arthritis Research & Therapy",1399
"Ciência Rural",1399
Topoi,1399
"American Journal of Criminal Justice",1397
"Archives of Women's Mental Health",1397
Arthroskopie,1397
"Asian Affairs: An American Review",1397
"Ciência & Saúde Coletiva",1397
"Digestive Diseases",1397
"Food Science and Technology International",1397
"Presidential Studies Quarterly",1397
"Clinical Child Psychology and Psychiatry",1396
"Journal of the History of Ideas",1396
"Information Fusion",1395
"Japanese Studies",1395
"Aquatic Ecology",1394
"Contemporary Nurse",1394
"Regulated Rivers: Research & Management",1394
"Albrecht von Graefes Archiv f�r Klinische und Experimentelle Ophthalmologie",1393
"PIK - Praxis der Informationsverarbeitung und Kommunikation",1393
"Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry",1393
"Advances in Chronic Kidney Disease",1392
"College Teaching",1392
CJEM,1391
"Controlling & Management",1391
"IEEE/ACM Transactions on Networking",1391
"Music Therapy Perspectives",1391
"Nature Clinical Practice Cardiovascular Medicine",1391
"The Musical Quarterly",1391
"2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society",1390
"International Journal of Nursing Practice",1390
"Twentieth Century British History",1390
"Jitsumu Hyomen Gijutsu",1389
"The Hudson Review",1389
"Cartographica: The International Journal for Geographic Information and Geovisualization",1388
"Classical Philology",1388
Pedobiologia,1388
"Clinics in Chest Medicine",1387
"Computers and the Humanities",1387
"Ethical Theory and Moral Practice",1387
"Journal of Indian Philosophy",1387
"Party Politics",1387
"Studies in Christian Ethics",1387
"Assembly Automation",1386
"Chinese Journal of Chemical Engineering",1386
"College & Research Libraries",1386
"Hispanic Journal of Behavioral Sciences",1385
"Italian Journal of Zoology",1385
"Botanica Acta",1384
"Zeitschrift für Unternehmens- und Gesellschaftsrecht",1384
"Ecology of Freshwater Fish",1383
ergopraxis,1383
"Asia Pacific Business Review",1382
"Clinical and Laboratory Haematology",1381
"Drug Metabolism Reviews",1381
"Boston Studies in the Philosophy of Science",1380
"English Literary Renaissance",1380
"Indagationes Mathematicae",1380
"International Journal of Computer Integrated Manufacturing",1380
"Sociological Focus",1380
"Sociological Spectrum",1380
"The Canadian Journal of Neurological Sciences",1380
Transition,1380
"2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society",1379
"Annual Review of Psychology",1379
"Scandinavian Journal of Behaviour Therapy",1379
"Today's Speech",1379
"Archiv für Kulturgeschichte",1378
"Educational Psychologist",1378
"Insect Systematics & Evolution",1378
"Journal of Materials Chemistry C",1378
"Scandinavian Economic History Review",1378
"Hispanic American Historical Review",1377
"Journal of Behavioral Decision Making",1377
"Tropical Journal of Pharmaceutical Research",1377
"Woman's Art Journal",1377
"Annals of Forest Science",1376
"Journal of Mountain Science",1376
"Neurologic Clinics",1376
"ains · Anästhesiologie · Intensivmedizin · Notfallmedizin · Schmerztherapie",1376
Climacteric,1375
"ISPRS International Journal of Geo-Information",1375
"Journal of Archaeological Science: Reports",1375
"Journal of the British Institution of Radio Engineers",1375
"Business Ethics: A European Review",1374
"Clinical Linguistics & Phonetics",1374
"Elsevier Oceanography Series",1374
"Journal of Hematotherapy",1374
"Journal of the History of Philosophy",1374
"Raumforschung und Raumordnung",1374
"Astronomy Reports",1373
"Journal of Productivity Analysis",1373
Neurotherapeutics,1373
"New J. Chem.",1373
"Pharmacy World & Science",1373
"Results in Mathematics",1373
"Advanced Robotics",1372
"Clinical Dysmorphology",1372
"Far Eastern Survey",1372
"International Journal of Medical Sciences",1372
"International Journal of Sociology and Social Policy",1372
"Israel Law Review",1372
"Operative Neurosurgery",1372
"The Asia Pacific Heart Journal",1372
"Creativity and Innovation Management",1371
"Global Finance Journal",1371
"Konsthistorisk Tidskrift/Journal of Art History",1370
Prescriber,1370
"ENVIRONMENTAL SYSTEMS RESEARCH",1369
"Journal for the Study of Judaism",1369
"Current Opinion in Hematology",1368
"International Journal of Geographical Information Science",1368
"Aktuelle Ernährungsmedizin",1367
"Gender & History",1367
"History of the Human Sciences",1367
"Journal of Biomaterials Science, Polymer Edition",1367
"Physiotherapy Theory and Practice",1367
"Revista Portuguesa de Cardiologia (English Edition)",1367
"SIAM Journal on Numerical Analysis",1367
"The Australian Educational Researcher",1367
"The Elementary School Journal",1367
"Advances in Health Sciences Education",1366
"Biotechnic & Histochemistry",1365
"Canadian Journal of Infectious Diseases",1365
"Developments in Water Science",1365
"European Journal of Cardiovascular Nursing",1365
"Journal of Immunology Research",1365
"Journal of Manufacturing Processes",1365
"Birth Defects Research Part A: Clinical and Molecular Teratology",1364
"British Journal of Management",1364
"Computational Mathematics and Mathematical Physics",1364
"Drug Metabolism and Pharmacokinetics",1364
"Genes and Immunity",1364
"Mediterranean Journal of Mathematics",1364
Neuroepidemiology,1364
"Zeitschrift für Tierzüchtung und Züchtungsbiologie",1364
"Marketing Letters",1363
"Proceedings of the Royal Entomological Society of London, Series C. Journal of Meetings",1363
"Seminars in Pediatric Infectious Diseases",1363
"Transactions of the ASABE",1363
"BMC Medical Research Methodology",1362
"Bulletin géodésique",1362
"Chemistry and Ecology",1362
"Acta Mathematicae Applicatae Sinica",1361
"BMJ Quality & Safety",1361
"Gender and Education",1361
"International Journal of Manpower",1361
"Journal of the Magnetics Society of Japan",1361
"Genome Announcements",1360
"Seminars in Nephrology",1360
"Cartography and Geographic Information Science",1359
"IFMBE Proceedings",1359
"International Journal of Music Education",1359
"Journal of Educational Measurement",1359
"SpringerBriefs in Applied Sciences and Technology",1359
"Surgery (Oxford)",1359
"Techniques in Vascular and Interventional Radiology",1359
"European Journal of Preventive Cardiology",1358
"Numerical Linear Algebra with Applications",1358
"Computer Audit Update",1357
"Endocrine Reviews",1357
"Open Physics",1357
"The Journals of Gerontology Series B: Psychological Sciences and Social Sciences",1357
"Études françaises",1357
"Argumentation and Advocacy",1356
"Minimally Invasive Therapy & Allied Technologies",1356
"Political Communication",1356
"Discourse: Studies in the Cultural Politics of Education",1355
"Education and Computing",1355
"International Journal of Parallel Programming",1355
"Progress in Nucleic Acid Research and Molecular Biology",1355
Skipr,1355
"Social Problems",1355
"Techniques in Orthopaedics",1355
"Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde",1355
"Gynecological Surgery",1354
"Journal of the American Pharmaceutical Association (1996)",1354
"Russian Journal of Bioorganic Chemistry",1354
"European Surgical Research",1353
"Expert Review of Cardiovascular Therapy",1353
"Journal of Network and Systems Management",1353
"Journal of Social Work Education",1353
"Advances in Electronics and Electron Physics",1352
Crystals,1352
"Surgical Innovation",1352
"Transportation Planning and Technology",1352
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",1351
"Journal of the American Psychiatric Nurses Association",1351
"Marine Geodesy",1351
"NBER Macroeconomics Annual",1351
"The Botanical Magazine Tokyo",1351
"Education and Information Technologies",1350
"Revista Portuguesa de Cardiologia",1350
"Journal of Art & Design Education",1349
"Biomechanics and Modeling in Mechanobiology",1348
"British Journal of Religious Education",1348
"Human Toxicology",1348
"The San Francisco Jung Institute Library Journal",1348
"Chinese Law & Government",1347
"Blood Purification",1346
"Law & Society Review",1346
"PLOS Biology",1346
"Middle East Report",1345
"Wohnrechtliche Blätter",1345
"Australian Geographical Studies",1344
Democratization,1344
"Journal of Geriatric Oncology",1344
"Quantitative Structure-Activity Relationships",1344
"Genetic Epidemiology",1343
"Krankenhaus-Hygiene + Infektionsverhütung",1343
"Monatsschrift für Deutsches Recht",1343
"Wiley Encyclopedia of Electrical and Electronics Engineering",1343
"Behavior Research Methods",1342
"Beilstein Journal of Nanotechnology",1342
"Diplomacy & Statecraft",1342
"Environmental Software",1342
"International Statistical Review",1342
Palaeontology,1342
"Cambridge Journal of Education",1340
ITNOW,1340
"Journal of Developmental and Physical Disabilities",1340
"Journal of Performance of Constructed Facilities",1340
"Journal of Research in Reading",1340
"Microporous Materials",1340
"Photodermatology, Photoimmunology & Photomedicine",1340
"2011 International Conference on Electric Technology and Civil Engineering (ICETCE)",1339
"Mathematical Modelling",1339
ZAMM,1339
"Innovative Higher Education",1338
"BIT Numerical Mathematics",1337
"GPS Solutions",1337
"International Journal of Automotive Technology",1337
"Pharmacological Reports",1337
"hautnah dermatologie",1337
Autism,1336
"Journal of Regulatory Economics",1336
"Bulletin of the Agricultural Chemical Society of Japan",1335
"CIN: Computers, Informatics, Nursing",1335
"Droit, Déontologie & Soin",1335
"Archivos de Bronconeumología (English Edition)",1334
Histochemie,1334
"Integral Transforms and Special Functions",1334
"Music Supervisors' Journal",1334
"New Generation Computing",1334
"Annales Henri Poincaré",1333
"Bulletin of Indonesian Economic Studies",1333
"Communication Monographs",1333
"Journal of Engineering Education",1333
"Organizational Behavior and Human Performance",1333
"Surgical Oncology",1333
"Contemporary Theatre Review",1332
"Foot & Ankle",1332
"IEEE International Magnetics Conference",1332
"Innovation in Aging",1332
"Journal of the Royal Aeronautical Society",1332
"Org. Biomol. Chem.",1332
"Canadian Water Resources Journal",1331
"International Journal of Electrochemical Science",1331
"Journal of Electronic Packaging",1331
"Journal of Sedimentary Research",1331
"New German Critique",1331
"2012 IEEE International Geoscience and Remote Sensing Symposium",1330
"American Journal of Medical Quality",1330
"Heart Failure Reviews",1330
"IEEE Transactions on Multimedia",1330
"Law and Philosophy",1330
"Pediatric Pathology",1330
"Plastic and Reconstructive Surgery - Global Open",1330
"The International Journal of Cell Cloning",1330
"Annales de Parasitologie Humaine et Comparée",1329
"IEEE Transactions on Information Forensics and Security",1329
"Journal of the American Academy of Child Psychiatry",1329
"Seminars in Musculoskeletal Radiology",1329
"International Journal of Sustainable Development & World Ecology",1328
"Journal of Occupational and Environmental Hygiene",1328
"Language Speech and Hearing Services in Schools",1328
"New Political Science",1328
"CyberPsychology & Behavior",1327
"Journal of Offshore Mechanics and Arctic Engineering",1327
"Fiscal Studies",1326
"HEC Forum",1326
"Managerial Law",1326
"IEEE Microwave and Guided Wave Letters",1325
"International Journal of Man-Machine Studies",1325
"Mathematical Logic Quarterly",1325
"Environmental Education Research",1324
"Gastrointestinal Endoscopy Clinics of North America",1324
"ARS Journal",1323
"Zeitschrift für Kristallographie",1323
"Advances in Cancer Research",1322
"European Journal of Law and Economics",1322
"Japanese Journal of Medical Mycology",1322
"South African Journal of Plant and Soil",1322
"Acta Metallurgica Sinica (English Letters)",1321
"Child and Adolescent Psychiatric Clinics of North America",1321
"Journal of Engineering for Power",1321
"Journal of Legal Medicine",1321
Representations,1321
"Critical Care Clinics",1320
"Ethology and Sociobiology",1320
"Journal of Economics",1320
"Scottish Journal of Theology",1320
"The Knowledge Engineering Review",1320
"American Journal of Physiology-Endocrinology and Metabolism",1319
"Biological Agriculture & Horticulture",1319
"Zeitschrift für Anatomie und Entwicklungsgeschichte",1319
"Der Gastroenterologe",1318
"Family Business Review",1318
"International Polymer Processing",1318
"Nuclear and Chemical Waste Management",1318
"ACM Transactions on Programming Languages and Systems",1317
"The Clinical Teacher",1317
"Transformation: An International Journal of Holistic Mission Studies",1317
"2011 IEEE/RSJ International Conference on Intelligent Robots and Systems",1316
"IEEE Instrumentation & Measurement Magazine",1316
"Infectious Diseases in Obstetrics and Gynecology",1316
"Paediatric Nursing",1316
Academe,1315
"International Journal of Minerals, Metallurgy, and Materials",1315
"Law <html_ent glyph=""@amp;"" ascii=""&amp;""/> Social Inquiry",1315
"Australian Academic & Research Libraries",1314
"BT Technology Journal",1314
"Gondwana Research",1314
"JOURNAL OF HEALTH SCIENCE",1314
"Journal of Health Education",1314
"Waste Management & Research",1314
"Applied Composite Materials",1312
"Bulletin of Peace Proposals",1312
"Open Economies Review",1312
"Permafrost and Periglacial Processes",1312
"Evidence-Based Nursing",1311
Hypertension,1311
"Social Science Quarterly",1311
"Techniques in Regional Anesthesia and Pain Management",1311
"Folia Phoniatrica et Logopaedica",1310
"Veterinary Radiology & Ultrasound",1310
"Multidimensional Systems and Signal Processing",1309
"2006 6th World Congress on Intelligent Control and Automation",1308
"Proceedings of the Academy of Political Science",1308
"Journal of the Royal Microscopical Society",1307
"Medical & Biological Engineering",1307
"Public Health Forum",1307
"Public Understanding of Science",1307
"Revista de Calidad Asistencial",1307
"Annals of General Psychiatry",1306
"Fixed Point Theory and Applications",1306
Geoexploration,1306
"Journal of Japan Society for Fuzzy Theory and Intelligent Informatics",1306
"Prostaglandins, Leukotrienes and Essential Fatty Acids (PLEFA)",1306
"Sozial- und Pr�ventivmedizin SPM",1306
"19th-Century Music",1305
"2010 International Conference on Management and Service Science",1305
"Asia-Pacific Journal of Clinical Oncology",1305
"Cancer Genetics",1305
"Group Decision and Negotiation",1305
Blut,1304
"Chinese Journal of Polymer Science",1304
Program,1304
"The Cerebellum",1304
"ACS Applied Energy Materials",1303
"Current Diagnostic Pathology",1303
"Experimental & Molecular Medicine",1303
"International Journal of Laboratory Hematology",1303
"Diagnostic Pathology",1302
"Molecular Plant",1302
"Psychiatric Clinics of North America",1302
"The Journal of Behavioral Health Services & Research",1302
"International Journal of Drug Policy",1301
"Legislative Studies Quarterly",1301
"Mund-, Kiefer- und Gesichtschirurgie",1301
"Mutation Research/Reviews in Mutation Research",1301
"Clinical Chemistry and Laboratory Medicine (CCLM)",1300
"Clinical Lung Cancer",1300
"Free Radical Research Communications",1300
"Journal of Systems Science and Complexity",1300
"Technology Analysis & Strategic Management",1300
"Cooperation and Conflict",1299
